source,target,value,sweep_2,sweep_3,sweep_4
Parent locus of control,PE (teacher-rating),0.00010475076,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent locus of control,Cognition (vocabulary),0.0001211217,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent locus of control,STEM (teacher-rating),0.00036200276,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent locus of control,English (teacher-rating),0.0005313327,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent locus of control,Art/music (teacher-rating),0.00020690792,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent locus of control,School aptitude (teacher-rating),0.00035692382,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent locus of control,Feelings (laughter),0.00014454743,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent locus of control,PE (teacher-rating),0.0001249118,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent locus of control,Cognition (vocabulary),0.00014658323,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent locus of control,Cognition (working memory),0.00021416415,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent locus of control,STEM (teacher-rating),0.00027177404,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent locus of control,English (teacher-rating),0.00016480182,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent locus of control,Art/music (teacher-rating),9.610176e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent locus of control,School aptitude (teacher-rating),0.00015951612,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent locus of control,Feelings (happiness),8.4774896e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent locus of control,Peer relationship problems,7.724765e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent locus of control,Cognition (vocabulary),0.00012369349,Vocabulary,Cognition (vocabulary),STEM (teacher-rating)
Parent locus of control,Cognition (working memory),0.0001618885,Vocabulary,Cognition (vocabulary),STEM (teacher-rating)
Parent locus of control,STEM (teacher-rating),0.0003117845,Vocabulary,Cognition (vocabulary),STEM (teacher-rating)
Parent locus of control,English (teacher-rating),8.329206e-05,Vocabulary,Cognition (vocabulary),STEM (teacher-rating)
Parent locus of control,School aptitude (teacher-rating),8.190791e-05,Vocabulary,Cognition (vocabulary),STEM (teacher-rating)
Parent locus of control,Feelings (laughter),0.00012773786,Vocabulary,Cognition (vocabulary),STEM (teacher-rating)
Parent locus of control,STEM (teacher-rating),9.2385955e-05,Vocabulary,Cognition (vocabulary),English (teacher-rating)
Parent locus of control,English (teacher-rating),0.0002793967,Vocabulary,Cognition (vocabulary),English (teacher-rating)
Parent locus of control,Art/music (teacher-rating),0.00015856816,Vocabulary,Cognition (vocabulary),English (teacher-rating)
Parent locus of control,School aptitude (teacher-rating),0.0001865377,Vocabulary,Cognition (vocabulary),English (teacher-rating)
Parent locus of control,Art/music (teacher-rating),9.640596e-05,Vocabulary,Cognition (vocabulary),Art/music (teacher-rating)
Parent locus of control,Emotional dysfunction,0.00018210766,Vocabulary,Emotional dysfunction,Emotional dysfunction
Parent locus of control,Conduct problems,8.6525506e-05,Vocabulary,Conduct problems,Conduct problems
Parent locus of control,Hyperactivity/inattention,0.00028584685,Vocabulary,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Peer relationship problems,0.0002394309,Vocabulary,Peer relationship problems,Peer relationship problems
Parent locus of control,Prosocial behaviour,9.396253e-05,Vocabulary,Prosocial behaviour,Prosocial behaviour
Parent locus of control,Hyperactivity/inattention,0.00010810762,Independence),Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Emotional dysfunction,0.00014465822,Self-regulation),Emotional dysfunction,Emotional dysfunction
Parent locus of control,Bullies others (teacher-rating),0.0001113674,Self-regulation),Conduct problems,Conduct problems
Parent locus of control,Conduct problems,0.0002777581,Self-regulation),Conduct problems,Conduct problems
Parent locus of control,Hyperactivity/inattention,0.00034018265,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Peer relationship problems,8.6364416e-05,Self-regulation),Peer relationship problems,Peer relationship problems
Parent locus of control,Prosocial behaviour,7.979636e-05,Self-regulation),Prosocial behaviour,Prosocial behaviour
Parent locus of control,Bullies others (teacher-rating),8.7523484e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent locus of control,Emotional dysfunction,0.0003580512,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent locus of control,Emotional dysfunction,0.00027497183,Conduct problems,Emotional dysfunction,Emotional dysfunction
Parent locus of control,Art/music (teacher-rating),8.1127175e-05,Conduct problems,Conduct problems,Digital access
Parent locus of control,STEM (teacher-rating),0.00017342162,Conduct problems,Conduct problems,Cognition (reading)
Parent locus of control,English (teacher-rating),0.0002545411,Conduct problems,Conduct problems,Cognition (reading)
Parent locus of control,Art/music (teacher-rating),9.912164e-05,Conduct problems,Conduct problems,Cognition (reading)
Parent locus of control,School aptitude (teacher-rating),0.00017098851,Conduct problems,Conduct problems,Cognition (reading)
Parent locus of control,STEM (teacher-rating),8.5602005e-05,Conduct problems,Conduct problems,STEM (teacher-rating)
Parent locus of control,Emotional dysfunction,0.0002640119,Conduct problems,Conduct problems,Emotional dysfunction
Parent locus of control,Plays sports,0.00036276993,Conduct problems,Conduct problems,Conduct problems
Parent locus of control,PE (teacher-rating),0.0002529906,Conduct problems,Conduct problems,Conduct problems
Parent locus of control,STEM (teacher-rating),0.00015087286,Conduct problems,Conduct problems,Conduct problems
Parent locus of control,School aptitude (teacher-rating),0.00012498554,Conduct problems,Conduct problems,Conduct problems
Parent locus of control,Bullies others (teacher-rating),0.0007126087,Conduct problems,Conduct problems,Conduct problems
Parent locus of control,Bullied by others (teacher-rating),0.00031535086,Conduct problems,Conduct problems,Conduct problems
Parent locus of control,Feelings (anger),0.00032692376,Conduct problems,Conduct problems,Conduct problems
Parent locus of control,Emotional dysfunction,0.00018412557,Conduct problems,Conduct problems,Conduct problems
Parent locus of control,Conduct problems,0.0017772962,Conduct problems,Conduct problems,Conduct problems
Parent locus of control,Hyperactivity/inattention,0.00038012041,Conduct problems,Conduct problems,Conduct problems
Parent locus of control,Peer relationship problems,0.0002628313,Conduct problems,Conduct problems,Conduct problems
Parent locus of control,Prosocial behaviour,0.00041168588,Conduct problems,Conduct problems,Conduct problems
Parent locus of control,Hyperactivity/inattention,0.00038204188,Conduct problems,Conduct problems,Hyperactivity/inattention
Parent locus of control,Peer relationship problems,0.0002459896,Conduct problems,Conduct problems,Peer relationship problems
Parent locus of control,Prosocial behaviour,0.00029541654,Conduct problems,Conduct problems,Prosocial behaviour
Parent locus of control,Hyperactivity/inattention,0.00030930355,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Prosocial behaviour,0.00027086062,Conduct problems,Prosocial behaviour,Prosocial behaviour
Parent locus of control,Bullies others (teacher-rating),7.986623e-05,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent locus of control,Conduct problems,0.000199192,Hyperactivity/inattention,Conduct problems,Conduct problems
Parent locus of control,PE (teacher-rating),0.000100559824,Hyperactivity/inattention,Hyperactivity/inattention,PE (teacher-rating)
Parent locus of control,STEM (teacher-rating),0.00015821778,Hyperactivity/inattention,Hyperactivity/inattention,Cognition (reading)
Parent locus of control,English (teacher-rating),0.00023222553,Hyperactivity/inattention,Hyperactivity/inattention,Cognition (reading)
Parent locus of control,Art/music (teacher-rating),9.043166e-05,Hyperactivity/inattention,Hyperactivity/inattention,Cognition (reading)
Parent locus of control,School aptitude (teacher-rating),0.00015599797,Hyperactivity/inattention,Hyperactivity/inattention,Cognition (reading)
Parent locus of control,STEM (teacher-rating),0.00010765392,Hyperactivity/inattention,Hyperactivity/inattention,STEM (teacher-rating)
Parent locus of control,English (teacher-rating),0.0001140025,Hyperactivity/inattention,Hyperactivity/inattention,English (teacher-rating)
Parent locus of control,Conduct problems,0.0001638599,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent locus of control,Plays sports,0.00019095115,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,PE (teacher-rating),0.00018241747,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,STEM (teacher-rating),0.000247005,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,English (teacher-rating),0.00018932311,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Art/music (teacher-rating),0.00012747727,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,School aptitude (teacher-rating),0.00025768625,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Bullies others (teacher-rating),0.000163037,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Bullied by others (teacher-rating),0.0002233697,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Feelings (happiness),0.00014814806,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Feelings (anger),0.00015940964,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Feelings (worrying),0.00024181916,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Feelings (sadness),0.0002629066,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Feelings (fear),0.00028995902,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Emotional dysfunction,0.00014272566,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Conduct problems,0.0001423128,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Hyperactivity/inattention,0.0016667449,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Peer relationship problems,0.00018496906,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Prosocial behaviour,0.00013057608,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,Peer relationship problems,8.6997505e-05,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parent locus of control,Prosocial behaviour,8.590952e-05,Hyperactivity/inattention,Hyperactivity/inattention,Prosocial behaviour
Parent locus of control,Peer relationship problems,8.8490415e-05,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems
Parent locus of control,Emotional dysfunction,0.00018254931,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Parent locus of control,Hyperactivity/inattention,0.00015707327,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention
Parent locus of control,PE (teacher-rating),0.0001407776,Peer relationship problems,Peer relationship problems,PE (teacher-rating)
Parent locus of control,Emotional dysfunction,0.00017213802,Peer relationship problems,Peer relationship problems,Emotional dysfunction
Parent locus of control,Hyperactivity/inattention,9.554335e-05,Peer relationship problems,Peer relationship problems,Hyperactivity/inattention
Parent locus of control,Plays sports,0.00011276424,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent locus of control,PE (teacher-rating),0.00016401526,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent locus of control,Cognition (vocabulary),8.63401e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent locus of control,Art/music (teacher-rating),8.10568e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent locus of control,Bullies others (teacher-rating),0.00014020067,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent locus of control,Bullied by others (teacher-rating),0.00015562939,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent locus of control,Feelings (happiness),9.844161e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent locus of control,Feelings (laughter),0.00013094828,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent locus of control,Peer relationship problems,0.0007094496,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent locus of control,Prosocial behaviour,0.00012871154,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent locus of control,Prosocial behaviour,9.1755755e-05,Peer relationship problems,Prosocial behaviour,Prosocial behaviour
Parent locus of control,Prosocial behaviour,0.00018569779,Prosocial behaviour,Prosocial behaviour,Prosocial behaviour
Parent self-esteem,Emotional dysfunction,9.050553e-05,Parenting (rules),Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Hyperactivity/inattention,0.000106730884,Parenting (rules),Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,English (teacher-rating),8.561803e-05,Harsh parenting,Parenting (activities),Cognition (reading)
Parent self-esteem,Emotional dysfunction,9.041451e-05,Harsh parenting,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Bullies others (teacher-rating),0.000105190906,Harsh parenting,Conduct problems,Conduct problems
Parent self-esteem,Conduct problems,0.0002623535,Harsh parenting,Conduct problems,Conduct problems
Parent self-esteem,Hyperactivity/inattention,0.00033087473,Harsh parenting,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Prosocial behaviour,0.00012417042,Harsh parenting,Prosocial behaviour,Prosocial behaviour
Parent self-esteem,PE (teacher-rating),9.030151e-05,Parent mental health,Life satisfaction,Digital access
Parent self-esteem,STEM (teacher-rating),0.0001135881,Parent mental health,Life satisfaction,Digital access
Parent self-esteem,Art/music (teacher-rating),0.00022343174,Parent mental health,Life satisfaction,Digital access
Parent self-esteem,School aptitude (teacher-rating),7.630125e-05,Parent mental health,Life satisfaction,Digital access
Parent self-esteem,Feelings (laughter),0.00013764793,Parent mental health,Life satisfaction,Digital access
Parent self-esteem,Feelings (sadness),9.02372e-05,Parent mental health,Life satisfaction,Digital access
Parent self-esteem,PE (teacher-rating),7.658325e-05,Parent mental health,Life satisfaction,PE (teacher-rating)
Parent self-esteem,Bullied by others (teacher-rating),9.727619e-05,Parent mental health,Life satisfaction,Bullied by others
Parent self-esteem,Feelings (anger),8.755669e-05,Parent mental health,Life satisfaction,Bullied by others
Parent self-esteem,Feelings (worrying),9.904421e-05,Parent mental health,Life satisfaction,Bullied by others
Parent self-esteem,Feelings (sadness),0.00010264585,Parent mental health,Life satisfaction,Bullied by others
Parent self-esteem,Feelings (fear),0.00011291191,Parent mental health,Life satisfaction,Bullied by others
Parent self-esteem,Emotional dysfunction,7.750732e-05,Parent mental health,Life satisfaction,Emotional dysfunction
Parent self-esteem,Hyperactivity/inattention,8.677395e-05,Parent mental health,Life satisfaction,Hyperactivity/inattention
Parent self-esteem,Peer relationship problems,0.000109688095,Parent mental health,Life satisfaction,Peer relationship problems
Parent self-esteem,English (teacher-rating),8.1501836e-05,Parent mental health,Parenting (activities),Cognition (reading)
Parent self-esteem,STEM (teacher-rating),7.932006e-05,Parent mental health,Household chaos,Cognition (reading)
Parent self-esteem,English (teacher-rating),0.00011642271,Parent mental health,Household chaos,Cognition (reading)
Parent self-esteem,School aptitude (teacher-rating),7.820719e-05,Parent mental health,Household chaos,Cognition (reading)
Parent self-esteem,Emotional dysfunction,9.7388634e-05,Parent mental health,Household chaos,Emotional dysfunction
Parent self-esteem,Conduct problems,0.000120587465,Parent mental health,Household chaos,Conduct problems
Parent self-esteem,STEM (teacher-rating),0.00013648308,Parent mental health,Cognition (vocabulary),Cognition (reading)
Parent self-esteem,English (teacher-rating),0.00020032423,Parent mental health,Cognition (vocabulary),Cognition (reading)
Parent self-esteem,Art/music (teacher-rating),7.800888e-05,Parent mental health,Cognition (vocabulary),Cognition (reading)
Parent self-esteem,School aptitude (teacher-rating),0.00013456821,Parent mental health,Cognition (vocabulary),Cognition (reading)
Parent self-esteem,Cognition (working memory),8.074464e-05,Parent mental health,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,STEM (teacher-rating),0.000102464845,Parent mental health,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,STEM (teacher-rating),0.00011754969,Parent mental health,Cognition (vocabulary),STEM (teacher-rating)
Parent self-esteem,English (teacher-rating),0.00010533877,Parent mental health,Cognition (vocabulary),English (teacher-rating)
Parent self-esteem,Bullies others (teacher-rating),9.677135e-05,Parent mental health,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Emotional dysfunction,0.00039588346,Parent mental health,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Conduct problems,0.00012343265,Parent mental health,Conduct problems,Conduct problems
Parent self-esteem,Hyperactivity/inattention,0.0002609146,Parent mental health,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,PE (teacher-rating),0.00011414648,Parent mental health,Peer relationship problems,PE (teacher-rating)
Parent self-esteem,Emotional dysfunction,0.00013957442,Parent mental health,Peer relationship problems,Emotional dysfunction
Parent self-esteem,Hyperactivity/inattention,7.746927e-05,Parent mental health,Peer relationship problems,Hyperactivity/inattention
Parent self-esteem,Plays sports,9.1432456e-05,Parent mental health,Peer relationship problems,Peer relationship problems
Parent self-esteem,PE (teacher-rating),0.00013298825,Parent mental health,Peer relationship problems,Peer relationship problems
Parent self-esteem,Bullies others (teacher-rating),0.0001136787,Parent mental health,Peer relationship problems,Peer relationship problems
Parent self-esteem,Bullied by others (teacher-rating),0.00012618874,Parent mental health,Peer relationship problems,Peer relationship problems
Parent self-esteem,Feelings (happiness),7.981926e-05,Parent mental health,Peer relationship problems,Peer relationship problems
Parent self-esteem,Feelings (laughter),0.00010617659,Parent mental health,Peer relationship problems,Peer relationship problems
Parent self-esteem,Peer relationship problems,0.0005752419,Parent mental health,Peer relationship problems,Peer relationship problems
Parent self-esteem,Prosocial behaviour,0.00010436298,Parent mental health,Peer relationship problems,Peer relationship problems
Parent self-esteem,Prosocial behaviour,0.00032441766,Parent mental health,Prosocial behaviour,Prosocial behaviour
Parent self-esteem,Conduct problems,0.00011625992,Neighbourhood,Conduct problems,Conduct problems
Parent self-esteem,Hyperactivity/inattention,0.00015162562,Neighbourhood,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Peer relationship problems,0.00017220336,Neighbourhood,Peer relationship problems,Peer relationship problems
Parent self-esteem,PE (teacher-rating),7.655391e-05,School readiness,Cognition (patterns),PE (teacher-rating)
Parent self-esteem,English (teacher-rating),0.00010542989,School readiness,Cognition (patterns),Cognition (reading)
Parent self-esteem,Cognition (working memory),0.00013562213,School readiness,Cognition (patterns),Cognition (patterns)
Parent self-esteem,STEM (teacher-rating),8.1096216e-05,School readiness,Cognition (patterns),Cognition (numbers)
Parent self-esteem,STEM (teacher-rating),8.257519e-05,School readiness,Cognition (patterns),STEM (teacher-rating)
Parent self-esteem,English (teacher-rating),8.9868205e-05,School readiness,Cognition (vocabulary),Cognition (reading)
Parent self-esteem,PE (teacher-rating),0.00014745157,Vocabulary,Cognition (patterns),PE (teacher-rating)
Parent self-esteem,STEM (teacher-rating),0.00013835382,Vocabulary,Cognition (patterns),Cognition (reading)
Parent self-esteem,English (teacher-rating),0.00020307003,Vocabulary,Cognition (patterns),Cognition (reading)
Parent self-esteem,Art/music (teacher-rating),7.907813e-05,Vocabulary,Cognition (patterns),Cognition (reading)
Parent self-esteem,School aptitude (teacher-rating),0.0001364127,Vocabulary,Cognition (patterns),Cognition (reading)
Parent self-esteem,Cognition (working memory),0.00026122376,Vocabulary,Cognition (patterns),Cognition (patterns)
Parent self-esteem,STEM (teacher-rating),0.00013246536,Vocabulary,Cognition (patterns),Cognition (patterns)
Parent self-esteem,Art/music (teacher-rating),0.00012326518,Vocabulary,Cognition (patterns),Cognition (patterns)
Parent self-esteem,Cognition (vocabulary),8.424788e-05,Vocabulary,Cognition (patterns),Cognition (numbers)
Parent self-esteem,Cognition (working memory),0.00012308963,Vocabulary,Cognition (patterns),Cognition (numbers)
Parent self-esteem,STEM (teacher-rating),0.00015620058,Vocabulary,Cognition (patterns),Cognition (numbers)
Parent self-esteem,English (teacher-rating),9.471891e-05,Vocabulary,Cognition (patterns),Cognition (numbers)
Parent self-esteem,School aptitude (teacher-rating),9.168099e-05,Vocabulary,Cognition (patterns),Cognition (numbers)
Parent self-esteem,Cognition (working memory),8.2583465e-05,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Parent self-esteem,STEM (teacher-rating),0.00015904926,Vocabulary,Cognition (patterns),STEM (teacher-rating)
Parent self-esteem,English (teacher-rating),0.00010559361,Vocabulary,Cognition (patterns),English (teacher-rating)
Parent self-esteem,Hyperactivity/inattention,0.00013721953,Vocabulary,Cognition (patterns),Hyperactivity/inattention
Parent self-esteem,Art/music (teacher-rating),7.898427e-05,Vocabulary,Cognition (vocabulary),Digital access
Parent self-esteem,Plays sports,7.879821e-05,Vocabulary,Cognition (vocabulary),PE (teacher-rating)
Parent self-esteem,PE (teacher-rating),0.00016115098,Vocabulary,Cognition (vocabulary),PE (teacher-rating)
Parent self-esteem,PE (teacher-rating),0.00013400883,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent self-esteem,Cognition (vocabulary),0.00015495237,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent self-esteem,STEM (teacher-rating),0.00046311424,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent self-esteem,English (teacher-rating),0.00067974,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent self-esteem,Art/music (teacher-rating),0.00026469966,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent self-esteem,School aptitude (teacher-rating),0.00045661672,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent self-esteem,Feelings (laughter),0.00018492117,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent self-esteem,Feelings (sadness),9.4219424e-05,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent self-esteem,Hyperactivity/inattention,8.0629434e-05,Vocabulary,Cognition (vocabulary),Cognition (reading)
Parent self-esteem,Cognition (working memory),9.253185e-05,Vocabulary,Cognition (vocabulary),Cognition (patterns)
Parent self-esteem,Plays sports,9.7048935e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,PE (teacher-rating),0.00015980109,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,Cognition (vocabulary),0.00018752558,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,Cognition (working memory),0.00027398262,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,STEM (teacher-rating),0.00034768358,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,English (teacher-rating),0.00021083283,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,Art/music (teacher-rating),0.00012294405,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,School aptitude (teacher-rating),0.00020407078,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,Feelings (happiness),0.00010845348,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,Emotional dysfunction,8.255313e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,Hyperactivity/inattention,8.8304725e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,Peer relationship problems,9.882379e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,Prosocial behaviour,7.821219e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers)
Parent self-esteem,Cognition (vocabulary),0.00015824249,Vocabulary,Cognition (vocabulary),STEM (teacher-rating)
Parent self-esteem,Cognition (working memory),0.00020710578,Vocabulary,Cognition (vocabulary),STEM (teacher-rating)
Parent self-esteem,STEM (teacher-rating),0.00039886942,Vocabulary,Cognition (vocabulary),STEM (teacher-rating)
Parent self-esteem,English (teacher-rating),0.00010655648,Vocabulary,Cognition (vocabulary),STEM (teacher-rating)
Parent self-esteem,School aptitude (teacher-rating),0.000104785715,Vocabulary,Cognition (vocabulary),STEM (teacher-rating)
Parent self-esteem,Feelings (laughter),0.00016341648,Vocabulary,Cognition (vocabulary),STEM (teacher-rating)
Parent self-esteem,Emotional dysfunction,9.653992e-05,Vocabulary,Cognition (vocabulary),STEM (teacher-rating)
Parent self-esteem,STEM (teacher-rating),0.0001181904,Vocabulary,Cognition (vocabulary),English (teacher-rating)
Parent self-esteem,English (teacher-rating),0.00035743538,Vocabulary,Cognition (vocabulary),English (teacher-rating)
Parent self-esteem,Art/music (teacher-rating),0.00020285805,Vocabulary,Cognition (vocabulary),English (teacher-rating)
Parent self-esteem,School aptitude (teacher-rating),0.0002386398,Vocabulary,Cognition (vocabulary),English (teacher-rating)
Parent self-esteem,Peer relationship problems,9.303958e-05,Vocabulary,Cognition (vocabulary),English (teacher-rating)
Parent self-esteem,Art/music (teacher-rating),0.00012333323,Vocabulary,Cognition (vocabulary),Art/music (teacher-rating)
Parent self-esteem,Emotional dysfunction,0.00023297238,Vocabulary,Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Conduct problems,0.000110693065,Vocabulary,Conduct problems,Conduct problems
Parent self-esteem,Hyperactivity/inattention,0.00036568713,Vocabulary,Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Peer relationship problems,0.00030630664,Vocabulary,Peer relationship problems,Peer relationship problems
Parent self-esteem,Prosocial behaviour,0.00012020734,Vocabulary,Prosocial behaviour,Prosocial behaviour
Parent self-esteem,Cognition (working memory),7.629592e-05,Independence),Cognition (patterns),Cognition (patterns)
Parent self-esteem,Emotional dysfunction,0.00015228783,Independence),Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Conduct problems,0.000106731604,Independence),Conduct problems,Conduct problems
Parent self-esteem,Hyperactivity/inattention,0.00031114605,Independence),Hyperactivity/inattention,Hyperactivity/inattention
Parent self-esteem,Prosocial behaviour,0.00018435754,Independence),Prosocial behaviour,Prosocial behaviour
Parent self-esteem,PE (teacher-rating),8.0497426e-05,Self-regulation),Cognition (patterns),PE (teacher-rating)
Parent self-esteem,English (teacher-rating),0.0001108609,Self-regulation),Cognition (patterns),Cognition (reading)
Parent self-esteem,Cognition (working memory),0.00014260845,Self-regulation),Cognition (patterns),Cognition (patterns)
Parent self-esteem,STEM (teacher-rating),8.527372e-05,Self-regulation),Cognition (patterns),Cognition (numbers)
Parent self-esteem,STEM (teacher-rating),8.682889e-05,Self-regulation),Cognition (patterns),STEM (teacher-rating)
Parent self-esteem,Bullies others (teacher-rating),7.653494e-05,Self-regulation),Emotional dysfunction,Emotional dysfunction
Parent self-esteem,Emotional dysfunction,0.00031309802,Self-regulation),Emotional dysfunction,Emotional dysfunction
Parent self-esteem,English (teacher-rating),8.609978e-05,Self-regulation),Conduct problems,Cognition (reading)
Parent self-esteem,Emotional dysfunction,8.930333e-05,Self-regulation),Conduct problems,Emotional dysfunction
Parent self-esteem,Plays sports,0.00012270872,Self-regulation),Conduct problems,Conduct problems
Parent self-esteem,PE (teacher-rating),8.5575324e-05,Self-regulation),Conduct problems,Conduct problems
Parent self-esteem,Bullies others (teacher-rating),0.00024104342,Self-regulation),Conduct problems,Conduct problems
Parent self-esteem,Bullied by others (teacher-rating),0.000106668995,Self-regulation),Conduct problems,Conduct problems
Parent self-esteem,Feelings (anger),0.000110583576,Self-regulation),Conduct problems,Conduct problems
Parent self-esteem,Conduct problems,0.00060117926,Self-regulation),Conduct problems,Conduct problems
Parent self-esteem,Hyperactivity/inattention,0.00012857762,Self-regulation),Conduct problems,Conduct problems
Parent self-esteem,Peer relationship problems,8.8903995e-05,Self-regulation),Conduct problems,Conduct problems
Parent self-esteem,Prosocial behaviour,0.00013925479,Self-regulation),Conduct problems,Conduct problems
Parent self-esteem,Hyperactivity/inattention,0.00012922756,Self-regulation),Conduct problems,Hyperactivity/inattention
Parent self-esteem,Peer relationship problems,8.32072e-05,Self-regulation),Conduct problems,Peer relationship problems
Parent self-esteem,Prosocial behaviour,9.99261e-05,Self-regulation),Conduct problems,Prosocial behaviour
